document	content	tag
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"While the subject matter of the picture is, in a broader sense, sex, and there are scenes in which sexual conduct including ""ultimate sexual acts"" is to be understood to be taking place, the camera does not focus on the bodies of the actors at such times."	Stating the Court's reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	There is no exhibition whatever of the actors' genitals, lewd or otherwise, during these scenes.	Stating the Court's reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	There are occasional scenes of nudity, but nudity alone is not enough to make material legally obscene under the Miller standards.	Stating the Court's reasoning
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	"Appellant's showing of the film ""Carnal Knowledge"" is simply not the ""public portrayal of hard core sexual conduct for its own sake, and for the ensuing commercial gain"" which we said was punishable in Miller. Id., at 35."	Giving the holding/ruling of the Court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	We hold that the film could not, as a matter of constitutional law, be found to depict sexual conduct in a patently offensive way, and that it is therefore not outside the protection of the First and Fourteenth Amendments because it is obscene.	Giving the holding/ruling of the Court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	No other basis appearing in the record upon which the judgment of conviction can be sustained, we reverse the judgment of the Supreme Court of Georgia.	Giving the holding/ruling of the Court
opinion-G16-(Jenkins v. Georgia, 418 U.S. 153).htm	Reversed.	Giving the holding/ruling of the Court
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	MR. JUSTICE STEVENS delivered the opinion of the Court.	Announcing function
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	The question presented by the Secretary's appeal is whether Congress may condition an alien's eligibility for participation in a federal medical insurance program on continuous residence in the United States for a five-year period and admission for permanent residence.	Stating the issue(s) to be decided
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	The District Court held that the first condition was unconstitutional and that it could not be severed from the second.	Giving the holding/ruling of a lower court
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Since we conclude that both conditions are constitutional, we reverse.	Giving the holding/ruling of the Court
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Each of the appellees is a resident alien who was lawfully admitted to the United States less than five years ago.	Describing the adjudicated facts
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Appellees Diaz and Clara are Cuban refugees who remain in this country at the discretion of the Attorney General;	Describing the adjudicated facts
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	appellee Espinosa has been admitted for permanent *70 residence.	Describing the adjudicated facts
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	All three are over 65 years old and have been denied enrollment in the Medicare Part B supplemental medical insurance program established by § 1831 et seq. of the Social Security Act of 1935, 49 Stat. 620, as added, 79 Stat. 301, and as amended, 42 U. S. C. § 1395j et seq. (1970 ed. and Supp. IV). [1]	Describing the adjudicated facts
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	They brought this action to challenge the statutory basis for that denial.	Describing the legal arguments made in the present case
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Specifically, they attack 42 U. S. C. § 1395o (2) (1970 ed., Supp. IV), which grants eligibility to resident citizents who are 65 or older but denies eligibility to comparable aliens unless they have been admitted for permanent residence and also have resided in the United States for at least five years. [2]	Describing the legal arguments made in the present case
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Appellees Diaz and Clara meet neither requirement;	Describing the adjudicated facts
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	appellee Espinosa meets only the first.	Describing the adjudicated facts
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	On August 18, 1972, Diaz filed a class action complaint in the United States District Court for the Southern *71 District of Florida alleging that his application for enrollment had been denied on the ground that he was not a citizen and had neither been admitted for permanent residence nor resided in the United States for the immediately preceding five years.	Describing procedural events
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	He further alleged that numerous other persons had been denied enrollment in the Medicare Part B program for the same reasons.	Describing the legal arguments made in the present case
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	He sought relief on behalf of a class of persons who have been or will denied enrollment in the Medicare insurance program for failure to meet the requirements of 42 U. S. C. § 1395o (2) (1970 ed., Supp. IV).	Describing the legal arguments made in the present case
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Since the complaint prayed for a declaration that § 1395o (2) was unconstitutional and for an injunction requiring the Secretary to approve all applicants who had been denied eligibility solely for failure to comply with its requirements, a three-judge court was constituted.	Describing procedural events
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	On September 28, 1972, the District Court granted leave to add Clara and Espinosa as plaintiffs and to file an amended complaint.	Describing procedural events
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	That pleading alleged that Clara had been denied enrollment for the same reasons as Diaz, but explained that Espinosa, although a permanent resident since 1971, had not attempted to enroll because he could not meet the durational residence requirement, and therefore any attempt would have been futile.	Describing the legal arguments made in the present case
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	The amended complaint sought relief on behalf of a subclass represented by Espinosathat is, aliens admitted for permanent residence who have been or will be denied enrollment for failure to meet the five-year continuous residence requirementas well as relief on behalf of the class represented by Diaz and Clara. [3]	Describing the legal arguments made in the present case
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	*72 On October 24, 1972, the Secretary moved to dismiss the complaint on the ground, among others, that the District Court lacked jurisdiction over the subject matter because none of the plaintiffs had exhausted his administrative remedies under the Social Security Act.	Describing the legal arguments made in the present case
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Two days later, on October 26, 1972, Espinosa filed his application for enrollment with the Secretary.	Describing procedural events
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	He promptly brought this fact to the attention of the District Court, without formally supplementing the pleadings.	Describing procedural events
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	None of the appellees completely exhausted available avenues for administrative review.	Describing procedural events
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Nevertheless, the *73 Secretary acknowledged that the applications of Diaz and Clara raised no disputed issues of fact and therefore the interlocutory denials of their applications should be treated as final for the purpose of this litigation.	Describing procedural events
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	This satisfied the jurisdictional requirements of 42 U. S. C. § 405 (g).	Recalling a SCOTUS decision
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Weinberger v. Salfi, 422 U. S. 749 , 763-767;	Citing a SCOTUS decision
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Weinberger v. Wiesenfeld, 420 U. S. 636 , 641 n. 8.	Citing a SCOTUS decision
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	The Secretary did not make an equally unambiguous concession with respect to Espinosa, but in colloquy with the court he acknowledged that Espinosa had filed an application which could not be allowed under the statute. [4]	Describing the legal arguments made in the present case
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	The District Court overruled the Secretary's motion to dismiss and decided the merits on cross-motions for summary judgment.	Giving the holding/ruling of the Court
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	The District Court held that the five-year residence requirement violated the Due Process Clause of the Fifth Amendment [5] and that since it could not be severed from the requirement of admission for permanent residence, the alien-eligibility provisions of § 1395o (2) (B) were entirely unenforceable.	Giving the holding/ruling of a lower court
opinion-G16-(Mathews v. Diaz, 426 U.S. 67.html	Diaz v. Weinberger, 361 F. Supp. 1 (1973).	Citing primary sources (other than SCOTUS decisions)
