document,content,tag
California v. Greenwood_retagged,"We have never intimated, however, that whether or not a search is reasonable within the meaning of the Fourth Amendment depends on the law of the particular State in which the search occurs.",Rejecting arguments/a reasoning
California v. Greenwood_retagged,"We have emphasized instead that the Fourth Amendment analysis must turn on such factors as ""our societal understanding that certain areas deserve the most scrupulous protection from government invasion.""",Stating the Court's reasoning
California v. Greenwood_retagged,"Oliver v. United States, 466 U. S., at 178 (emphasis added).",Citing a SCOTUS decision
California v. Greenwood_retagged,"See also Rakas v. Illinois, 439 U.S. 128, 143-144, n. 12 (1978).",Citing a SCOTUS decision
California v. Greenwood_retagged,We have already concluded that society as a whole possesses no such understanding *44 with regard to garbage left for collection at the side of a public street.,Stating the Court's reasoning
California v. Greenwood_retagged,Respondent's argument is no less than a suggestion that concepts of privacy under the laws of each State are to determine the reach of the Fourth Amendment.,Recalling an argument from the respondent
California v. Greenwood_retagged,We do not accept this submission.,Rejecting arguments/a reasoning
California v. Greenwood_retagged,Greenwood finally urges as an additional ground for affirmance that the California constitutional amendment eliminating the exclusionary rule for evidence seized in violation of state but not federal law violates the Due Process Clause of the Fourteenth Amendment.,Recalling an argument from the respondent
California v. Greenwood_retagged,"In his view, having recognized a state-law right to be free from warrantless searches of garbage, California may not under the Due Process Clause deprive its citizens of what he describes as ""the only effective deterrent"" to violations of this right.",Recalling an argument from the respondent
California v. Greenwood_retagged,Greenwood concedes that no direct support for his position can be found in the decisions of this Court.,Recalling an argument from the respondent
California v. Greenwood_retagged,He relies instead on cases holding that individuals are entitled to certain procedural protections before they can be deprived of a liberty or property interest created by state law.,Recalling an argument from the respondent
California v. Greenwood_retagged,"See Hewitt v. Helms, 459 U.S. 460 (1983);",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,"Vitek v. Jones, 445 U.S. 480 (1980).",Citing primary sources (other than SCOTUS decisions)
California v. Greenwood_retagged,We see no merit in Greenwood's position.,Rejecting arguments/a reasoning
California v. Greenwood_retagged,California could amend its Constitution to negate the holding in Krivda that state law forbids warrantless searches of trash.,Referring to unwritten sources of authority
California v. Greenwood_retagged,We are convinced that the State may likewise eliminate the exclusionary rule as a remedy for violations of that right.,Stating the Court's reasoning
California v. Greenwood_retagged,"At the federal level, we have not required that evidence obtained in violation of the Fourth Amendment be suppressed in all circumstances.",Recalling a SCOTUS decision
California v. Greenwood_retagged,"See, e. g., United States v. Leon, 468 U.S. 897 (1984);",Citing a SCOTUS decision
California v. Greenwood_retagged,"United States v. Janis, 428 U.S. 433 (1976);",Citing a SCOTUS decision
California v. Greenwood_retagged,"United States v. Calandra, 414 U.S. 338 (1974).",Citing a SCOTUS decision
California v. Greenwood_retagged,"Rather, our decisions concerning the scope of the Fourth Amendment exclusionary rule have balanced the benefits of deterring police misconduct against the costs of excluding reliable evidence of criminal activity.",Recalling a SCOTUS decision
California v. Greenwood_retagged,"See Leon, 468 U. S., at 908-913.",Citing a SCOTUS decision
California v. Greenwood_retagged,"We *45 have declined to apply the exclusionary rule indiscriminately ""when law enforcement officers have acted in objective good faith or their transgressions have been minor,"" because ""the magnitude of the benefit conferred on . . . guilty defendants [in such circumstances] offends basic concepts of the criminal justice system.""",Recalling a SCOTUS decision
California v. Greenwood_retagged,"Id., at 908 (citing Stone v. Powell, 428 U.S. 465 , 490 (1976)).",Recalling a SCOTUS decision
California v. Greenwood_retagged,The States are not foreclosed by the Due Process Clause from using a similar balancing approach to delineate the scope of their own exclusionary rules.,Referring to unwritten sources of authority
California v. Greenwood_retagged,"Hence, the people of California could permissibly conclude that the benefits of excluding relevant evidence of criminal activity do not outweigh the costs when the police conduct at issue does not violate federal law.",Stating the Court's reasoning
California v. Greenwood_retagged,"The judgment of the California Court of Appeal is therefore reversed, and this case is remanded for further proceedings not inconsistent with this opinion.",Giving the holding/ruling of the Court
California v. Greenwood_retagged,It is so ordered.,Giving the holding/ruling of the Court
"opinion-G16-(California v. Superior Court of Cal.,",JUSTICE O'CONNOR delivered the opinion of the Court.,Announcing function
"opinion-G16-(California v. Superior Court of Cal.,",At issue in this case are the limits imposed by federal law upon state court habeas corpus proceedings challenging an extradition warrant.,Stating the issue(s) to be decided
"opinion-G16-(California v. Superior Court of Cal.,",Richard and Judith Smolin were divorced in California in 1978.,Describing the adjudicated facts
"opinion-G16-(California v. Superior Court of Cal.,","Sole custody of their two children, Jennifer and Jamie, was awarded to Judith Smolin, subject to reasonable visitation rights for Richard.",Describing the adjudicated facts
"opinion-G16-(California v. Superior Court of Cal.,","Until November 1979, all the parties remained in San Bernardino County, California, and Richard apparently paid his child support and exercised his visitation rights without serious incident.",Describing the adjudicated facts
"opinion-G16-(California v. Superior Court of Cal.,","In August 1979, however, Judith married James Pope, and in November, Mr. Pope's work required that the family relocate to Oregon.",Describing the adjudicated facts
"opinion-G16-(California v. Superior Court of Cal.,","When the Popes moved without informing Richard, the battle over the custody of the minor children began in earnest.",Describing the adjudicated facts
"opinion-G16-(California v. Superior Court of Cal.,",It is unnecessary to recite in detail all that ensued.,Announcing function
"opinion-G16-(California v. Superior Court of Cal.,","Richard alleged, and the California courts later found, that the Popes deliberately attempted to defeat Richard's visitation rights and to preclude him from forming a meaningful relationship with his children in the course of their succeeding relocations from Oregon to Texas to Louisiana.",Describing the adjudicated facts
"opinion-G16-(California v. Superior Court of Cal.,","On February 13, 1981, the Popes obtained a decree from a Texas court granting full faith and credit to the original California order awarding sole custody to Judith.",Giving the holding/ruling of a lower court
"opinion-G16-(California v. Superior Court of Cal.,",Richard was served but did not appear in the Texas proceeding.,Describing procedural events
"opinion-G16-(California v. Superior Court of Cal.,","Before the Texas decree was issued, however, Richard sought and obtained in California Superior Court modification of the underlying California decree, awarding joint custody to Richard and Judith.",Describing procedural events
"opinion-G16-(California v. Superior Court of Cal.,","Though properly served, the Popes did not appear in these *403 California proceedings; and, though served with the modification order, the Popes neither complied with its terms, nor notified the Texas court of its existence.",Describing the adjudicated facts
"opinion-G16-(California v. Superior Court of Cal.,","On January 9, 1981, Richard instituted an action in California Superior Court to find Judith in contempt and to again modify the custody decree to give him sole custody.",Describing procedural events
"opinion-G16-(California v. Superior Court of Cal.,","In February 1981, sole custody was granted to Richard by the California court, subject to reasonable visitation rights for Judith.",Giving the holding/ruling of a lower court
"opinion-G16-(California v. Superior Court of Cal.,","This order also was ignored by the Popes, apparently acting on the advice of counsel that the California courts no longer had jurisdiction over the matter.",Describing the adjudicated facts
